Hotel Name,Location,Amenities,Distance from City Center (km),Type of Room,Hotel Star Rating,Customer Rating,Check-in Time,Check-out Time,Day of the Week,Is Public Holiday,Is Tourism Zone,Google Trends Score,Hotel Price (INR)
Hotel Horizon 39,Delhi,"Airport Shuttle, Pool, Parking, Free WiFi",23.5,Executive,4,3.9,11:00 AM,2:00 PM,Thursday,1,0,42,4243
Hotel Emerald 32,Kolkata,"Parking, Airport Shuttle, Restaurant, Business Center, Gym",24.27,Deluxe,5,3.0,11:00 AM,1:00 PM,Monday,1,0,60,4875
Hotel Grand 96,Chennai,"Bar, Parking",1.27,Deluxe,5,4.5,2:00 PM,2:00 PM,Sunday,0,0,68,5962
Hotel Regency 92,Goa,"Restaurant, Business Center",19.22,Executive,4,4.2,12:00 PM,11:00 AM,Monday,0,0,77,3964
Hotel Palm 21,Ahmedabad,"Pet Friendly, Airport Shuttle, Restaurant, Spa, Pool",2.33,Suite,2,4.2,12:00 PM,11:00 AM,Friday,0,0,53,2832
Hotel Oasis 86,Bangalore,"Business Center, Parking, Spa",13.8,Deluxe,3,3.0,2:00 PM,12:00 PM,Saturday,0,1,43,3275
Hotel Grand 65,Mumbai,"Free WiFi, Pet Friendly, Spa, Parking, Airport Shuttle",16.37,Standard,5,4.1,12:00 PM,1:00 PM,Tuesday,1,1,83,5401
Hotel Vista 23,Kolkata,"Pet Friendly, Business Center, Spa, Free WiFi",11.13,Suite,4,3.0,2:00 PM,11:00 AM,Tuesday,0,0,64,3944
Hotel Oasis 69,Kolkata,"Airport Shuttle, Free WiFi, Gym, Business Center, Spa",13.59,Executive,3,5.0,1:00 PM,1:00 PM,Saturday,0,0,74,3485
Hotel Metro 18,Jaipur,"Restaurant, Pool",16.11,Deluxe,2,4.1,12:00 PM,11:00 AM,Sunday,1,1,75,2990
Hotel Moonlight 67,Jaipur,"Bar, Pool, Restaurant",15.57,Suite,3,4.8,2:00 PM,11:00 AM,Friday,0,1,25,3280
Hotel Serenity 57,Hyderabad,"Pool, Spa, Restaurant, Business Center, Parking",2.3,Standard,3,4.1,2:00 PM,2:00 PM,Thursday,0,1,83,3925
Hotel Sunrise 31,Goa,"Restaurant, Business Center, Airport Shuttle",20.21,Suite,5,3.8,11:00 AM,11:00 AM,Saturday,1,0,57,4936
Hotel Magnolia 90,Hyderabad,"Restaurant, Spa, Free WiFi, Business Center, Pool",13.33,Standard,3,4.1,1:00 PM,11:00 AM,Monday,0,1,91,3318
Hotel Emerald 27,Chennai,"Pool, Bar, Spa, Business Center, Airport Shuttle",7.25,Deluxe,4,3.6,11:00 AM,11:00 AM,Sunday,0,0,57,4322
Hotel Regency 78,Bangalore,"Business Center, Parking, Free WiFi",16.18,Presidential Suite,2,4.6,11:00 AM,11:00 AM,Wednesday,1,1,83,2712
Hotel Lagoon 30,Chennai,"Pet Friendly, Free WiFi, Pool",2.53,Presidential Suite,4,4.0,2:00 PM,1:00 PM,Sunday,0,0,22,5071
Hotel Horizon 70,Chennai,"Free WiFi, Spa, Airport Shuttle, Parking, Pool",0.77,Presidential Suite,3,2.5,2:00 PM,11:00 AM,Wednesday,1,0,77,3734
Hotel Grand 40,Kolkata,"Bar, Restaurant, Parking, Gym, Business Center",2.64,Standard,5,2.6,11:00 AM,12:00 PM,Sunday,0,0,42,5460
Hotel Heritage 79,Jaipur,"Airport Shuttle, Gym, Pool, Pet Friendly, Free WiFi",2.36,Standard,4,2.8,1:00 PM,11:00 AM,Thursday,1,1,81,4671
Hotel Heritage 54,Bangalore,"Pool, Business Center",5.55,Executive,2,3.9,2:00 PM,2:00 PM,Sunday,1,1,44,2664
Hotel Palm 2,Ahmedabad,"Parking, Pool",8.35,Suite,4,4.4,2:00 PM,1:00 PM,Friday,0,1,90,5064
Hotel Moonlight 84,Pune,"Gym, Pet Friendly, Restaurant",2.86,Standard,5,4.2,12:00 PM,2:00 PM,Sunday,0,1,87,5423
Hotel Lagoon 55,Pune,"Airport Shuttle, Free WiFi, Bar, Parking",9.33,Standard,2,2.6,2:00 PM,1:00 PM,Friday,1,0,23,2691
Hotel Magnolia 39,Goa,"Business Center, Pet Friendly, Free WiFi",5.28,Deluxe,4,4.6,12:00 PM,1:00 PM,Tuesday,0,1,28,4808
Hotel Horizon 93,Pune,"Gym, Free WiFi, Spa, Pet Friendly",23.47,Presidential Suite,5,3.9,12:00 PM,2:00 PM,Sunday,1,0,58,4920
Hotel Lagoon 85,Hyderabad,"Bar, Pool, Parking, Free WiFi, Pet Friendly",3.57,Standard,2,3.8,12:00 PM,11:00 AM,Sunday,1,1,29,3178
Hotel Metro 30,Delhi,"Bar, Parking, Free WiFi, Airport Shuttle",23.94,Deluxe,3,3.4,2:00 PM,1:00 PM,Friday,0,0,37,2796
Hotel Palm 8,Delhi,"Restaurant, Spa",20.62,Suite,3,4.0,12:00 PM,12:00 PM,Wednesday,1,0,65,3232
Hotel Euphoria 98,Jaipur,"Airport Shuttle, Gym, Free WiFi, Restaurant, Pet Friendly",3.34,Suite,3,3.9,11:00 AM,11:00 AM,Sunday,0,1,44,3983
Hotel Oasis 30,Hyderabad,"Parking, Airport Shuttle, Pool, Business Center",20.95,Executive,3,3.1,11:00 AM,11:00 AM,Monday,1,1,54,3234
Hotel Euphoria 85,Pune,"Bar, Pet Friendly, Gym",17.5,Deluxe,4,3.4,2:00 PM,1:00 PM,Tuesday,1,0,58,4133
Hotel Sapphire 18,Ahmedabad,"Bar, Business Center, Pet Friendly, Gym, Free WiFi",18.32,Standard,2,3.3,11:00 AM,1:00 PM,Saturday,0,0,55,2541
Hotel Crimson 1,Kolkata,"Pool, Spa, Bar, Airport Shuttle, Free WiFi",3.1,Presidential Suite,4,2.9,11:00 AM,12:00 PM,Saturday,0,1,95,4598
Hotel Grand 78,Kolkata,"Parking, Business Center",2.12,Standard,2,3.6,2:00 PM,11:00 AM,Sunday,0,1,51,2324
Hotel Crimson 16,Kolkata,"Pool, Gym, Restaurant, Spa",8.72,Suite,4,3.9,12:00 PM,1:00 PM,Thursday,0,0,51,5052
Hotel Metro 2,Pune,"Pool, Business Center, Gym",1.84,Executive,3,4.4,1:00 PM,1:00 PM,Friday,0,0,100,3853
Hotel Euphoria 48,Mumbai,"Gym, Parking, Pool, Restaurant",3.65,Executive,2,4.2,11:00 AM,1:00 PM,Thursday,0,0,80,2730
Hotel Horizon 78,Kolkata,"Airport Shuttle, Bar, Business Center, Pet Friendly, Spa",2.11,Executive,2,3.0,12:00 PM,11:00 AM,Saturday,1,1,28,3006
Hotel Royal 38,Kolkata,"Pool, Spa, Parking",22.43,Presidential Suite,2,4.8,12:00 PM,11:00 AM,Tuesday,0,0,48,2154
Hotel Lagoon 44,Ahmedabad,"Gym, Airport Shuttle, Pool, Pet Friendly, Parking",7.37,Deluxe,4,2.5,12:00 PM,12:00 PM,Friday,0,1,20,4008
Hotel Royal 52,Bangalore,"Free WiFi, Parking",15.0,Deluxe,4,3.1,11:00 AM,1:00 PM,Sunday,0,1,26,4032
Hotel Heritage 79,Kolkata,"Free WiFi, Bar, Gym, Pet Friendly, Pool",3.61,Presidential Suite,3,2.7,1:00 PM,12:00 PM,Tuesday,0,1,35,3715
Hotel Oasis 69,Jaipur,"Gym, Bar, Restaurant, Parking, Pet Friendly",11.12,Standard,4,4.8,1:00 PM,11:00 AM,Sunday,0,1,59,4644
Hotel Palm 54,Chennai,"Gym, Parking, Pet Friendly, Pool",24.4,Standard,2,3.6,2:00 PM,11:00 AM,Wednesday,1,1,79,2511
Hotel Magnolia 81,Pune,"Bar, Spa, Airport Shuttle, Gym, Free WiFi",4.09,Deluxe,3,4.8,1:00 PM,2:00 PM,Friday,1,0,75,3465
Hotel Crimson 69,Ahmedabad,"Pool, Business Center, Gym, Parking",3.92,Presidential Suite,2,3.7,2:00 PM,12:00 PM,Monday,1,1,24,2443
Hotel Horizon 84,Pune,"Restaurant, Free WiFi, Airport Shuttle",17.06,Deluxe,5,4.5,2:00 PM,2:00 PM,Friday,0,1,39,6001
Hotel Palm 3,Chennai,"Spa, Pool",11.54,Executive,3,4.4,11:00 AM,12:00 PM,Friday,0,1,24,3511
Hotel Oasis 12,Mumbai,"Free WiFi, Bar, Gym, Spa, Pool",11.94,Suite,3,3.8,2:00 PM,12:00 PM,Saturday,0,1,89,3080
Hotel Metro 84,Goa,"Pet Friendly, Parking, Airport Shuttle, Pool, Restaurant",15.3,Suite,5,4.6,12:00 PM,2:00 PM,Tuesday,0,0,74,5622
Hotel Lagoon 76,Goa,"Spa, Restaurant, Free WiFi, Parking, Gym",10.88,Suite,3,3.8,2:00 PM,2:00 PM,Sunday,1,0,77,3046
Hotel Crimson 51,Ahmedabad,"Pet Friendly, Gym, Airport Shuttle, Parking",21.09,Standard,5,4.8,1:00 PM,12:00 PM,Tuesday,0,1,95,5894
Hotel Palm 54,Chennai,"Bar, Free WiFi, Pool, Business Center",18.39,Executive,2,3.8,2:00 PM,11:00 AM,Friday,1,0,92,2749
Hotel Serenity 20,Delhi,"Spa, Free WiFi, Gym, Pool",12.4,Executive,4,2.6,1:00 PM,2:00 PM,Friday,0,1,94,4751
Hotel Plaza 58,Goa,"Gym, Free WiFi, Pool, Pet Friendly",21.17,Deluxe,5,4.3,11:00 AM,12:00 PM,Saturday,1,1,30,5715
Hotel Horizon 71,Kolkata,"Free WiFi, Bar, Pet Friendly",10.18,Presidential Suite,5,3.6,2:00 PM,2:00 PM,Monday,1,1,46,5633
Hotel Palm 75,Delhi,"Bar, Pool, Free WiFi, Airport Shuttle, Restaurant",8.72,Deluxe,3,2.9,1:00 PM,1:00 PM,Friday,1,0,59,3363
Hotel Horizon 54,Hyderabad,"Airport Shuttle, Parking, Business Center, Pet Friendly",21.23,Presidential Suite,2,2.9,12:00 PM,2:00 PM,Tuesday,0,1,27,1966
Hotel Magnolia 53,Jaipur,"Pet Friendly, Restaurant, Bar, Pool",19.68,Deluxe,4,4.1,12:00 PM,11:00 AM,Tuesday,1,0,33,4355
Hotel Horizon 61,Jaipur,"Pool, Parking, Spa",18.28,Executive,2,5.0,1:00 PM,2:00 PM,Friday,0,1,42,2977
Hotel Royal 22,Ahmedabad,"Parking, Pet Friendly, Free WiFi",16.69,Deluxe,5,2.9,2:00 PM,12:00 PM,Saturday,0,1,55,5252
Hotel Euphoria 65,Hyderabad,"Free WiFi, Gym, Parking",18.34,Presidential Suite,2,4.6,12:00 PM,2:00 PM,Saturday,0,1,25,2348
Hotel Lagoon 74,Bangalore,"Business Center, Spa, Gym, Airport Shuttle",3.42,Presidential Suite,3,3.9,11:00 AM,2:00 PM,Friday,0,0,85,3785
Hotel Royal 11,Kolkata,"Gym, Pool, Spa",9.76,Executive,3,4.1,1:00 PM,12:00 PM,Monday,0,0,79,3797
Hotel Euphoria 24,Ahmedabad,"Business Center, Restaurant, Parking, Free WiFi",9.67,Standard,5,3.1,1:00 PM,11:00 AM,Saturday,0,1,41,5229
Hotel Grand 9,Delhi,"Airport Shuttle, Bar, Parking, Gym",3.37,Presidential Suite,3,4.2,2:00 PM,2:00 PM,Monday,1,0,76,4215
Hotel Serenity 79,Hyderabad,"Business Center, Parking, Free WiFi",8.45,Deluxe,2,3.1,11:00 AM,12:00 PM,Monday,0,0,37,2255
Hotel Serenity 96,Bangalore,"Spa, Parking, Airport Shuttle, Restaurant",3.25,Deluxe,3,2.5,12:00 PM,2:00 PM,Monday,1,1,79,3711
Hotel Sapphire 57,Jaipur,"Business Center, Free WiFi, Bar, Pet Friendly, Spa",16.13,Executive,4,2.7,2:00 PM,1:00 PM,Monday,1,0,28,4421
Hotel Bliss 29,Chennai,"Pet Friendly, Gym, Parking, Pool",10.1,Suite,5,2.8,11:00 AM,1:00 PM,Friday,1,0,88,5714
Hotel Lagoon 17,Pune,"Spa, Pool, Airport Shuttle, Gym",10.57,Suite,4,4.8,2:00 PM,2:00 PM,Sunday,1,1,24,4510
Hotel Royal 11,Pune,"Free WiFi, Business Center, Gym",12.38,Standard,3,3.8,1:00 PM,2:00 PM,Wednesday,0,0,54,3833
Hotel Oasis 26,Ahmedabad,"Airport Shuttle, Pool, Bar, Gym, Free WiFi",19.31,Standard,4,3.6,12:00 PM,2:00 PM,Friday,0,0,65,4054
Hotel Oasis 56,Bangalore,"Business Center, Pool, Airport Shuttle, Parking, Spa",11.44,Presidential Suite,3,4.7,1:00 PM,11:00 AM,Thursday,1,0,28,3234
Hotel Bliss 65,Jaipur,"Pet Friendly, Restaurant, Free WiFi, Pool, Gym",7.99,Executive,2,3.1,12:00 PM,11:00 AM,Thursday,1,0,59,2511
Hotel Lagoon 26,Mumbai,"Parking, Free WiFi",22.64,Executive,2,3.8,11:00 AM,11:00 AM,Thursday,1,1,21,2223
Hotel Horizon 39,Hyderabad,"Airport Shuttle, Restaurant",13.46,Executive,4,2.7,1:00 PM,11:00 AM,Monday,0,1,67,4386
Hotel Moonlight 1,Pune,"Business Center, Free WiFi, Restaurant, Spa",14.2,Deluxe,4,3.7,11:00 AM,2:00 PM,Tuesday,0,0,88,4622
Hotel Heritage 47,Pune,"Free WiFi, Pool, Spa",4.99,Executive,5,2.5,1:00 PM,11:00 AM,Monday,1,0,41,5516
Hotel Oasis 1,Mumbai,"Free WiFi, Business Center, Pet Friendly, Pool, Gym",23.67,Standard,4,2.8,12:00 PM,2:00 PM,Saturday,0,1,98,3989
Hotel Moonlight 46,Hyderabad,"Airport Shuttle, Restaurant, Parking, Pool, Pet Friendly",6.06,Deluxe,2,4.7,11:00 AM,1:00 PM,Thursday,0,1,43,2578
Hotel Bliss 87,Ahmedabad,"Pool, Gym, Pet Friendly, Parking, Business Center",10.84,Standard,3,3.3,1:00 PM,2:00 PM,Friday,0,1,60,3227
Hotel Metro 82,Mumbai,"Pool, Gym, Airport Shuttle, Bar, Business Center",7.0,Presidential Suite,3,2.8,12:00 PM,1:00 PM,Thursday,1,0,22,3739
Hotel Sunrise 32,Kolkata,"Airport Shuttle, Spa, Parking, Free WiFi, Pool",15.18,Presidential Suite,3,2.9,1:00 PM,2:00 PM,Thursday,0,1,88,3347
Hotel Lagoon 38,Hyderabad,"Pool, Parking",16.33,Presidential Suite,4,3.9,11:00 AM,12:00 PM,Tuesday,1,0,39,4044
Hotel Sapphire 86,Pune,"Bar, Business Center, Gym",15.7,Deluxe,2,4.4,11:00 AM,12:00 PM,Tuesday,0,1,82,2765
Hotel Heritage 78,Chennai,"Pool, Spa, Parking, Free WiFi",12.7,Presidential Suite,2,4.8,11:00 AM,1:00 PM,Tuesday,0,1,68,3188
Hotel Euphoria 72,Ahmedabad,"Spa, Gym, Restaurant, Bar, Business Center",11.09,Suite,2,4.2,11:00 AM,11:00 AM,Wednesday,1,1,82,2835
Hotel Vista 17,Delhi,"Gym, Spa, Airport Shuttle",8.78,Deluxe,3,2.9,12:00 PM,1:00 PM,Tuesday,0,1,26,3430
Hotel Bliss 69,Pune,"Spa, Bar, Pool, Pet Friendly, Restaurant",15.96,Suite,2,4.2,1:00 PM,1:00 PM,Friday,0,1,61,2354
Hotel Royal 84,Goa,"Pet Friendly, Airport Shuttle, Free WiFi, Pool",16.31,Deluxe,5,3.2,12:00 PM,12:00 PM,Wednesday,1,1,24,5744
Hotel Moonlight 50,Chennai,"Business Center, Restaurant, Airport Shuttle",4.59,Deluxe,2,4.6,11:00 AM,11:00 AM,Saturday,1,1,25,2676
Hotel Moonlight 86,Mumbai,"Pet Friendly, Free WiFi, Bar, Business Center",10.1,Suite,5,4.7,11:00 AM,12:00 PM,Tuesday,1,0,81,5248
Hotel Metro 7,Pune,"Parking, Airport Shuttle, Free WiFi",7.69,Presidential Suite,2,2.6,1:00 PM,2:00 PM,Friday,0,1,42,2420
Hotel Grand 93,Jaipur,"Airport Shuttle, Pet Friendly, Free WiFi",18.81,Presidential Suite,5,4.7,11:00 AM,11:00 AM,Thursday,1,1,55,5560
Hotel Magnolia 60,Goa,"Pool, Airport Shuttle, Restaurant, Parking",11.17,Presidential Suite,5,3.7,1:00 PM,11:00 AM,Friday,0,1,54,5640
Hotel Regency 73,Pune,"Spa, Free WiFi, Airport Shuttle, Restaurant, Pet Friendly",10.12,Suite,5,3.7,1:00 PM,12:00 PM,Friday,0,0,60,5893
Hotel Regency 80,Pune,"Pet Friendly, Free WiFi, Business Center, Restaurant, Gym",13.9,Suite,2,4.5,12:00 PM,1:00 PM,Wednesday,0,0,90,2395
Hotel Serenity 29,Kolkata,"Gym, Spa, Pet Friendly, Airport Shuttle",16.72,Suite,5,4.1,1:00 PM,1:00 PM,Tuesday,1,0,87,5498
Hotel Oasis 36,Ahmedabad,"Free WiFi, Restaurant, Airport Shuttle",12.93,Executive,3,4.7,11:00 AM,1:00 PM,Saturday,0,0,38,3230
Hotel Sunrise 73,Hyderabad,"Bar, Airport Shuttle, Free WiFi",13.74,Deluxe,5,3.6,11:00 AM,1:00 PM,Tuesday,0,0,37,5002
Hotel Vista 84,Mumbai,"Parking, Pool, Pet Friendly",2.21,Suite,3,3.1,1:00 PM,2:00 PM,Friday,0,0,59,3145
Hotel Plaza 23,Ahmedabad,"Pet Friendly, Spa, Bar, Airport Shuttle, Restaurant",8.07,Executive,3,2.7,1:00 PM,12:00 PM,Wednesday,0,0,78,3454
Hotel Oasis 83,Goa,"Airport Shuttle, Restaurant, Business Center, Free WiFi",9.19,Executive,3,4.0,11:00 AM,1:00 PM,Sunday,0,1,67,3967
Hotel Euphoria 67,Goa,"Airport Shuttle, Spa, Gym",12.64,Deluxe,5,4.6,12:00 PM,12:00 PM,Saturday,0,0,71,5616
Hotel Serenity 62,Bangalore,"Pet Friendly, Gym, Parking, Spa",6.39,Executive,3,3.9,12:00 PM,1:00 PM,Friday,0,1,40,3493
Hotel Bliss 26,Ahmedabad,"Pet Friendly, Spa, Business Center, Pool",21.57,Presidential Suite,4,3.4,12:00 PM,1:00 PM,Friday,0,0,36,4409
Hotel Bliss 24,Jaipur,"Parking, Gym, Pet Friendly, Bar, Restaurant",20.19,Standard,3,3.2,12:00 PM,11:00 AM,Monday,0,0,31,3487
Hotel Vista 79,Mumbai,"Free WiFi, Bar, Restaurant, Pool",19.56,Deluxe,2,4.4,12:00 PM,12:00 PM,Sunday,1,0,94,2749
Hotel Royal 60,Kolkata,"Pool, Business Center, Spa, Pet Friendly",11.45,Executive,5,4.1,12:00 PM,11:00 AM,Saturday,1,1,34,5136
Hotel Lagoon 8,Chennai,"Pool, Parking",17.47,Deluxe,4,4.2,1:00 PM,1:00 PM,Saturday,0,1,62,4001
Hotel Lagoon 5,Bangalore,"Pet Friendly, Spa, Airport Shuttle",6.17,Deluxe,5,4.2,1:00 PM,12:00 PM,Saturday,1,1,67,5599
Hotel Bliss 33,Hyderabad,"Business Center, Spa, Free WiFi, Pool, Pet Friendly",2.41,Deluxe,4,4.6,11:00 AM,11:00 AM,Monday,0,0,37,5307
Hotel Palm 96,Jaipur,"Pet Friendly, Restaurant, Airport Shuttle",7.31,Presidential Suite,3,2.9,2:00 PM,11:00 AM,Saturday,1,0,49,3043
Hotel Serenity 24,Hyderabad,"Gym, Bar, Spa",13.55,Deluxe,2,2.9,12:00 PM,1:00 PM,Sunday,0,0,91,1937
Hotel Lagoon 31,Delhi,"Parking, Restaurant",16.28,Deluxe,5,3.9,12:00 PM,1:00 PM,Tuesday,1,1,80,5646
Hotel Plaza 2,Jaipur,"Parking, Business Center, Spa, Free WiFi, Airport Shuttle",6.2,Presidential Suite,3,3.5,2:00 PM,2:00 PM,Thursday,0,0,96,3435
Hotel Emerald 11,Hyderabad,"Gym, Restaurant, Bar, Spa",19.74,Deluxe,5,4.5,1:00 PM,1:00 PM,Wednesday,0,0,89,5678
Hotel Regency 43,Bangalore,"Restaurant, Free WiFi, Gym",24.52,Suite,4,3.6,1:00 PM,2:00 PM,Friday,1,0,67,4267
Hotel Palm 66,Jaipur,"Business Center, Airport Shuttle, Restaurant",17.28,Suite,2,3.0,1:00 PM,12:00 PM,Wednesday,0,0,71,2585
Hotel Bliss 42,Kolkata,"Pet Friendly, Business Center",17.98,Deluxe,5,4.8,1:00 PM,11:00 AM,Saturday,1,0,85,5233
Hotel Emerald 33,Jaipur,"Free WiFi, Bar, Restaurant, Gym",19.34,Deluxe,4,3.1,12:00 PM,1:00 PM,Wednesday,1,0,45,4136
Hotel Metro 55,Goa,"Parking, Restaurant, Spa, Pool, Free WiFi",22.29,Deluxe,5,3.9,2:00 PM,11:00 AM,Saturday,1,0,35,5010
Hotel Crimson 60,Hyderabad,"Free WiFi, Spa, Airport Shuttle, Restaurant, Pool",1.33,Executive,4,4.0,1:00 PM,12:00 PM,Sunday,1,0,61,5233
Hotel Emerald 50,Kolkata,"Airport Shuttle, Business Center",12.4,Presidential Suite,4,4.2,2:00 PM,2:00 PM,Wednesday,1,1,56,4832
Hotel Palm 76,Chennai,"Pool, Restaurant, Pet Friendly, Business Center",5.65,Presidential Suite,4,3.5,2:00 PM,2:00 PM,Sunday,1,0,45,4763
Hotel Lagoon 90,Ahmedabad,"Airport Shuttle, Spa, Pet Friendly, Parking",23.55,Suite,2,5.0,11:00 AM,2:00 PM,Wednesday,1,0,32,2310
Hotel Crimson 71,Goa,"Restaurant, Bar, Pool, Spa, Business Center",4.54,Suite,4,3.7,1:00 PM,12:00 PM,Tuesday,1,0,43,5032
Hotel Crimson 24,Pune,"Restaurant, Airport Shuttle, Bar",1.95,Deluxe,4,3.7,2:00 PM,2:00 PM,Thursday,1,0,93,5176
Hotel Heritage 59,Delhi,"Pet Friendly, Bar, Business Center",0.58,Suite,3,2.7,2:00 PM,12:00 PM,Saturday,1,1,23,3734
Hotel Oasis 2,Delhi,"Airport Shuttle, Free WiFi",5.8,Executive,2,3.7,2:00 PM,12:00 PM,Tuesday,1,1,38,2910
Hotel Lagoon 1,Kolkata,"Airport Shuttle, Bar, Free WiFi",17.98,Presidential Suite,4,4.9,1:00 PM,12:00 PM,Friday,1,0,96,4156
Hotel Plaza 13,Bangalore,"Airport Shuttle, Business Center, Restaurant, Pool, Spa",4.19,Suite,4,4.0,2:00 PM,1:00 PM,Thursday,0,1,30,4630
Hotel Grand 4,Delhi,"Pet Friendly, Business Center, Free WiFi, Gym, Bar",15.64,Suite,3,3.0,11:00 AM,11:00 AM,Monday,0,1,53,3603
Hotel Regency 32,Bangalore,"Pool, Business Center, Bar",13.84,Deluxe,5,4.6,1:00 PM,1:00 PM,Thursday,0,0,65,5820
Hotel Serenity 64,Goa,"Pet Friendly, Restaurant, Pool, Free WiFi",22.58,Suite,3,2.5,1:00 PM,2:00 PM,Tuesday,0,1,67,3081
Hotel Horizon 21,Jaipur,"Spa, Business Center, Bar",1.02,Presidential Suite,2,2.7,11:00 AM,11:00 AM,Thursday,0,0,38,2847
Hotel Sapphire 56,Bangalore,"Pool, Airport Shuttle, Pet Friendly, Gym, Spa",11.29,Deluxe,4,3.8,2:00 PM,11:00 AM,Monday,0,1,33,4885
Hotel Lagoon 34,Delhi,"Bar, Spa, Airport Shuttle, Business Center, Pool",1.86,Suite,4,4.4,11:00 AM,12:00 PM,Friday,1,0,27,4536
Hotel Serenity 43,Goa,"Gym, Business Center, Restaurant",21.56,Suite,2,3.2,2:00 PM,1:00 PM,Saturday,0,1,99,2507
Hotel Bliss 49,Delhi,"Bar, Restaurant, Spa, Parking, Business Center",17.6,Suite,4,3.1,12:00 PM,2:00 PM,Thursday,0,0,26,4640
Hotel Metro 29,Bangalore,"Restaurant, Bar",21.66,Presidential Suite,3,4.8,11:00 AM,12:00 PM,Monday,0,0,20,3286
Hotel Magnolia 95,Ahmedabad,"Airport Shuttle, Parking",3.8,Deluxe,3,2.9,12:00 PM,2:00 PM,Saturday,1,0,20,3131
Hotel Euphoria 4,Mumbai,"Pool, Business Center, Pet Friendly",22.64,Executive,5,4.5,1:00 PM,12:00 PM,Wednesday,0,1,56,5625
Hotel Vista 47,Kolkata,"Gym, Pet Friendly, Pool, Restaurant, Bar",6.56,Executive,2,3.8,12:00 PM,1:00 PM,Tuesday,0,1,47,2978
Hotel Grand 93,Bangalore,"Restaurant, Pool, Airport Shuttle, Pet Friendly, Free WiFi",2.81,Deluxe,2,4.7,11:00 AM,2:00 PM,Thursday,0,1,24,2464
Hotel Serenity 25,Bangalore,"Spa, Gym, Free WiFi",5.95,Deluxe,5,2.8,2:00 PM,1:00 PM,Thursday,1,0,23,5389
Hotel Palm 25,Ahmedabad,"Restaurant, Spa",17.26,Standard,2,4.5,1:00 PM,12:00 PM,Sunday,1,1,21,2542
Hotel Crimson 67,Pune,"Restaurant, Free WiFi, Pool, Parking, Pet Friendly",17.43,Deluxe,2,2.9,12:00 PM,2:00 PM,Friday,0,0,64,2442
Hotel Royal 67,Jaipur,"Business Center, Pool, Bar, Airport Shuttle, Parking",11.45,Suite,3,4.1,1:00 PM,1:00 PM,Saturday,1,1,46,3678
Hotel Magnolia 63,Jaipur,"Restaurant, Spa, Gym",2.5,Standard,4,3.7,11:00 AM,2:00 PM,Saturday,0,0,20,4517
Hotel Crimson 23,Bangalore,"Pool, Spa, Airport Shuttle, Parking",19.37,Standard,3,4.3,11:00 AM,11:00 AM,Thursday,1,1,29,3696
Hotel Magnolia 20,Mumbai,"Spa, Restaurant, Parking, Pool, Gym",20.7,Deluxe,4,3.2,2:00 PM,1:00 PM,Saturday,0,0,41,4514
Hotel Emerald 69,Bangalore,"Bar, Gym, Business Center, Restaurant",17.33,Standard,3,4.3,1:00 PM,2:00 PM,Friday,0,0,75,3029
Hotel Bliss 9,Delhi,"Airport Shuttle, Bar, Free WiFi",5.27,Standard,2,3.5,1:00 PM,11:00 AM,Wednesday,1,0,87,2494
Hotel Bliss 49,Delhi,"Pet Friendly, Airport Shuttle, Gym",7.52,Deluxe,4,4.0,12:00 PM,2:00 PM,Sunday,0,1,67,4399
Hotel Emerald 87,Hyderabad,"Free WiFi, Parking, Spa, Airport Shuttle",22.06,Executive,5,3.9,12:00 PM,11:00 AM,Wednesday,1,1,53,5082
Hotel Palm 83,Mumbai,"Restaurant, Parking, Gym, Airport Shuttle",20.81,Presidential Suite,4,4.8,12:00 PM,12:00 PM,Monday,1,1,40,4932
Hotel Vista 65,Bangalore,"Free WiFi, Pool, Bar",10.53,Deluxe,3,5.0,2:00 PM,2:00 PM,Thursday,1,0,97,4234
Hotel Sunrise 43,Delhi,"Pool, Airport Shuttle",1.25,Standard,5,4.1,2:00 PM,1:00 PM,Monday,0,1,35,5744
Hotel Sapphire 70,Pune,"Pool, Business Center",0.61,Suite,5,4.9,12:00 PM,2:00 PM,Thursday,1,1,50,6006
Hotel Horizon 64,Pune,"Parking, Restaurant, Gym, Free WiFi",13.43,Standard,3,4.2,1:00 PM,1:00 PM,Monday,0,1,99,3651
Hotel Moonlight 1,Kolkata,"Business Center, Spa",17.54,Executive,4,4.5,1:00 PM,1:00 PM,Monday,0,0,100,4601
Hotel Royal 29,Mumbai,"Parking, Gym, Spa, Bar, Airport Shuttle",24.68,Presidential Suite,4,3.2,11:00 AM,11:00 AM,Sunday,0,1,56,4580
Hotel Moonlight 87,Kolkata,"Bar, Restaurant, Pool, Spa",12.51,Suite,5,2.8,12:00 PM,1:00 PM,Wednesday,0,1,61,5298
Hotel Emerald 86,Pune,"Airport Shuttle, Pet Friendly, Pool",2.09,Presidential Suite,2,2.5,11:00 AM,11:00 AM,Saturday,1,1,23,2728
Hotel Vista 13,Delhi,"Restaurant, Gym, Parking, Pool",10.37,Deluxe,2,4.9,12:00 PM,12:00 PM,Monday,1,0,89,2915
Hotel Euphoria 88,Delhi,"Business Center, Pool",22.36,Executive,2,3.6,11:00 AM,11:00 AM,Saturday,1,1,87,2677
